BorrName,BorrID,LoanStatus,GrossApproval,SBAGuarantee,PctOfGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,DebtCoverage,Leverage,COFiscalYear,COAmount,PrinBalanceCollected,PctOfPrinColl,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,JobsSupported
"FERNANDO M. LOPEZ-IVERN, M.D.,",6635,PIF,150000,75000,0.5,7.75,84,2011,6/27/11,7/1/11,4,5/25/18,0,2.25,4,0,0,150000,1,0,0,0,621111,9
"SHREDQUICK, INC",6636,EXEMPT,150000,75000,0.5,7.75,84,2011,6/17/11,6/17/11,0,5/11/18,0,2.5,2.5,0,0,60000,0.4,0,0,0,561990,12
FERNANDEZ DISCIPLINE LLC,6637,PIF,154500,115875,0.75,7.65,84,2011,6/17/11,6/17/11,0,5/11/18,0,2.25,4,0,0,154500,1,0,0,0,621310,6
R2D2 FITNESS LLC,6638,PIF,150000,127500,0.85,8.1,90,2011,6/7/11,6/7/11,0,10/28/18,0,2.25,4,0,0,150000,1,0,0,0,713940,4
"COR COMMERCIAL PROPERTIES, LLC",6639,PIF,697000,348500,0.5,7.95,180,2011,5/25/11,6/1/11,7,3/14/26,0,2.25,4,0,0,697000,1,0,0,0,561520,20
"MCNEAL ANTIQUES, INC",6640,PIF,180000,90000,0.5,7.75,84,2011,5/19/11,5/19/11,0,4/12/18,0,2.25,4,0,0,180000,1,0,0,0,453310,0
OPTIMIZED IT SOLUTIONS LLC,6641,PIF,250000,125000,0.5,7.75,84,2011,5/19/11,5/19/11,0,4/12/18,0,2.25,4,0,0,250000,1,0,0,0,541990,15
BURRITO BOARDER GROUP LLC,6642,PIF,287300,215475,0.75,8.25,84,2011,5/4/11,5/4/11,0,3/28/18,0,2.25,4,0,0,287300,1,0,0,0,722211,60
"FRANCISCO ALVAREZ,M.D.,P.A",6643,PIF,67500,33750,0.5,7.75,84,2011,4/28/11,5/1/11,3,3/25/18,0,2.25,4,0,0,67500,1,0,0,0,621111,5
FULL GREEN CIRCLE CORP AND MIA,6644,PIF,200000,100000,0.5,7.75,84,2011,4/18/11,7/1/11,74,5/25/18,0,2.25,4,0,0,200000,1,0,0,0,541430,27
"Wireless Wizard, Inc.",6645,PIF,232800,116400,0.5,5.35,83,2011,4/8/11,5/1/11,23,2/23/18,0,2.25,4,0,0,232800,1,0,0,0,443112,250
"Wireless Wizard, Inc.",6646,PIF,124200,62100,0.5,6.5,84,2011,4/8/11,4/8/11,0,3/2/18,0,2.25,4,0,0,124200,1,0,0,0,443112,250
Kids Expanding the Kingdom Chr,6647,PIF,171000,128250,0.75,7.6,180,2011,4/1/11,4/1/11,0,1/12/26,0,2.25,4,0,0,171000,1,0,0,0,624410,5
"BAKER & SONS AIR CONDITIONING,",6648,PIF,98000,49000,0.5,7.75,36,2011,3/29/11,3/29/11,0,3/13/14,0,2.25,4,0,0,98000,1,0,0,0,238220,38
"THUNDERSTRUCK MARINE, INC.",6649,PIF,620600,465450,0.75,7.35,83,2011,3/18/11,4/22/11,35,2/14/18,0,2.25,4,0,0,620600,1,0,0,0,541330,0
A-TEX TRANSMISSION,6650,EXEMPT,225000,112500,0.5,8.85,180,2011,3/15/11,3/15/11,0,12/26/25,0,2.5,2.5,0,0,90000,0.4,0,0,0,811111,5
"Total Nutrition Technology, LL",6652,PIF,100000,50000,0.5,7.75,83,2011,3/7/11,3/7/11,0,12/30/17,0,2.25,4,0,0,100000,1,0,0,0,325412,13
VIVID TOURS LLC,6653,PIF,75000,63750,0.85,7.85,60,2011,3/2/11,3/2/11,0,2/4/16,0,2.25,4,0,0,75000,1,0,0,0,541810,6
"Evolutions Industries, Inc.",6654,PIF,360000,270000,0.75,6.75,83,2011,3/1/11,3/1/11,0,12/24/17,0,2.25,4,0,0,360000,1,0,0,0,339113,0
"Schaefer & Derosia, CPAs, Inc.",6655,PIF,25000,12500,0.5,9.75,84,2011,2/25/11,3/1/11,4,1/23/18,0,2.25,4,0,0,25000,1,0,0,0,541211,0
PAPSCO OF MCF LLC,6656,PIF,250000,187500,0.75,8.05,90,2011,2/23/11,3/1/11,6,7/22/18,0,2.25,4,0,0,250000,1,0,0,0,722211,20
"G.P.N.P. NORTHWOOD, INC.",6657,PIF,515000,386250,0.75,7.85,88,2011,2/22/11,2/22/11,0,5/16/18,0,2.25,4,0,0,515000,1,0,0,0,722211,80
DAVOLIS FOOD COMPANY II,6659,PIF,200000,150000,0.75,5.5,69,2011,2/14/11,2/14/11,0,10/15/16,0,2.25,4,0,0,200000,1,0,0,0,722110,30
"MOCHI, LLC",6660,PIF,63300,31650,0.5,7.75,84,2011,2/4/11,2/4/11,0,12/29/17,0,2.25,4,0,0,63300,1,0,0,0,722211,8
LARA REAL ESTATE LLC,6661,PIF,125000,62500,0.5,7.05,180,2011,1/31/11,2/1/11,1,11/14/25,0,2.25,4,0,0,125000,1,0,0,0,621111,2
CKO SUN CORP.,6662,PIF,80000,68000,0.85,7.6,84,2011,1/27/11,2/1/11,5,12/26/17,0,2.25,4,0,0,80000,1,0,0,0,453998,3
"DIGITAL PROPAGANDA, INC.",6663,PIF,427500,384750,0.9,6,91,2011,12/30/10,1/1/11,2,6/23/18,0,2.25,4,0,0,427500,1,0,0,0,813990,7
BLEND FITNESS LLC,6664,PIF,229000,171750,0.75,8.08,120,2011,12/29/10,1/1/11,3,11/9/20,0,2.25,4,0,0,229000,1,0,0,0,713940,2
"MIKES PIES, INC.",6666,PIF,250000,125000,0.5,7.75,84,2011,12/24/10,4/1/11,98,2/23/18,0,2.25,4,0,0,250000,1,0,0,0,425120,50
"MIKES'S PIES, INC.",6667,PIF,904100,813690,0.9,7.5,126,2011,12/24/10,12/24/10,0,4/30/21,0,2.25,4,0,0,904100,1,0,0,0,425120,50
UKP SOLUTIONS LLC,6668,PIF,720000,648000,0.9,6.75,97,2011,12/24/10,3/1/12,433,2/18/20,0,2.25,4,0,0,720000,1,0,0,0,621111,2
"REGIONAL PHYSIOTHERAPY CENTRE,",6670,PIF,315000,283500,0.9,7.07,83,2011,12/23/10,12/23/10,0,10/17/17,0,2.25,4,0,0,315000,1,0,0,0,621340,41
"SUN PET CARE, INC.",6671,PIF,250000,225000,0.9,7.6,84,2011,12/23/10,1/1/11,9,11/25/17,0,2.25,4,0,0,250000,1,0,0,0,812910,30
"MURDOCKS OF PALM HARBOR, LLC",6672,PIF,164000,147600,0.9,6.45,66,2011,12/23/10,1/1/11,9,6/3/16,0,2.25,4,0,0,164000,1,0,0,0,448120,20
CHRISTOPHER LEE BISSETT,6673,PIF,225000,202500,0.9,5.95,83,2011,12/23/10,12/23/10,0,10/17/17,0,2.25,4,0,0,225000,1,0,0,0,621310,6
"Schaefer & Derosia, CPAs, Inc.",6675,PIF,369000,332100,0.9,7.6,96,2011,12/22/10,3/1/11,69,1/18/19,0,2.25,4,0,0,369000,1,0,0,0,541211,5
BLUEWATER CHIROPRACTIC WELLNES,6676,PIF,338000,304200,0.9,6.45,83,2011,12/22/10,2/1/11,41,11/26/17,0,2.25,4,0,0,338000,1,0,0,0,621310,4
GULF COAST CHIROPRACTIC AND RE,6678,EXEMPT,142000,127800,0.9,8,90,2011,12/21/10,12/21/10,0,5/13/18,0,2.5,2.5,0,0,56800,0.4,0,0,0,621310,5
COURTESTY BOAT RENTALS & YACHT,6679,PIF,284100,142050,0.5,7,48,2011,12/20/10,12/20/10,0,11/29/14,0,2.25,4,0,0,284100,1,0,0,0,487210,22
DESIGNSHOP DISPLAY COMMUNICATI,6680,PIF,250000,125000,0.5,7,84,2011,12/17/10,3/1/11,74,1/23/18,0,2.25,4,0,0,250000,1,0,0,0,541890,18
"WEST PALM BEACH CHIROPRACTIC,",6681,PIF,569000,512100,0.9,8.07,84,2011,12/17/10,1/1/11,15,11/25/17,0,2.25,4,0,0,569000,1,0,0,0,621310,23
FASTTRAIN II CORPORATION,6683,PIF,500000,250000,0.5,7,84,2011,12/10/10,12/10/10,0,11/3/17,0,2.25,4,0,0,500000,1,0,0,0,611430,116
"KYRON C. TAMAR, M.D., P.A.",6684,PIF,50000,25000,0.5,7.75,84,2011,12/9/10,1/1/11,23,11/25/17,0,2.25,4,0,0,50000,1,0,0,0,621111,3
"COAST TO COAST JEWELRY & COIN,",6685,PIF,228500,205650,0.9,6,84,2011,12/7/10,12/7/10,0,10/31/17,0,2.25,4,0,0,228500,1,0,0,0,448310,5
"HERKO INTERNATIONAL, INC.",6686,PIF,500000,250000,0.5,7.75,84,2011,12/6/10,1/1/11,26,11/25/17,0,2.25,4,0,0,500000,1,0,0,0,441310,34
"CORMIER & RABB, CPA'S PA",6687,PIF,188900,170010,0.9,6.95,84,2011,12/1/10,12/1/10,0,10/25/17,0,2.25,4,0,0,188900,1,0,0,0,541211,5
BLEND FITNESS LLC,6688,PIF,115000,57500,0.5,7.75,6,2011,11/29/10,12/1/10,2,5/30/11,0,2.25,4,0,0,115000,1,0,0,0,713940,4
"TOP SHOP, INC.",6689,PIF,50000,25000,0.5,7.75,84,2011,11/24/10,12/1/10,7,10/25/17,0,2.25,4,0,0,50000,1,0,0,0,812112,10
"FRUITALICIOUS, LLC",6690,PIF,115000,57500,0.5,7.75,60,2011,11/22/10,12/1/10,9,11/5/15,0,2.25,4,0,0,115000,1,0,0,0,445299,5
"MED-VISION, LLC",6691,EXEMPT,50000,25000,0.5,7.75,84,2011,11/19/10,11/19/10,0,10/13/17,0,2.5,2.5,0,0,20000,0.4,0,0,0,621999,5
"DIAMOND B COMMERCIAL TIRE, LLC",6692,PIF,530000,477000,0.9,5.5,84,2011,11/19/10,12/1/10,12,10/25/17,0,2.25,4,0,0,530000,1,0,0,0,441320,5
"ADVANCE DENTAL CARE, LIMITED L",6693,PIF,356300,320670,0.9,5.25,90,2011,11/18/10,11/18/10,0,4/10/18,0,2.25,4,0,0,356300,1,0,0,0,621210,3
FLORIDA FITNESS 5 LLC,6694,PIF,180000,162000,0.9,8,84,2011,11/18/10,11/18/10,0,10/12/17,0,2.25,4,0,0,180000,1,0,0,0,713940,2
"FLORIDA FITNESS 5, LLC",6695,PIF,20000,10000,0.5,9.75,84,2011,11/18/10,11/18/10,0,10/12/17,0,2.25,4,0,0,20000,1,0,0,0,713940,2
"FUN SWEETS, LLC",6696,PIF,1165100,1048590,0.9,7.32,63,2011,11/17/10,11/17/10,0,1/20/16,0,2.25,4,0,0,1165100,1,0,0,0,311330,180
"SAMUEL E. WARD, M.D., P.L.",6697,PIF,150000,135000,0.9,6,90,2011,11/4/10,11/4/10,0,3/27/18,0,2.25,4,0,0,150000,1,0,0,0,621112,4
"GILLY SCHOOL VENDING, INC.",6699,PIF,1000000,900000,0.9,5,46,2011,11/4/10,12/1/10,27,9/11/14,0,2.25,4,0,0,1000000,1,0,0,0,532490,25
"ATLAS CHIROPRACTIC & WELLNESS,",6700,PIF,27200,24480,0.9,8.58,84,2011,11/1/10,11/1/10,0,9/25/17,0,2.25,4,0,0,27200,1,0,0,0,621310,12
ASIAN SUPER BUFFET LA INC.,6701,PIF,375000,337500,0.9,8.08,96,2011,10/29/10,11/1/10,3,9/20/18,0,2.25,4,0,0,375000,1,0,0,0,621310,6
"M.D. AUTOMOTIVE REPAIR, INC.",6702,PIF,143500,129150,0.9,5.75,180,2011,10/27/10,11/1/10,5,8/14/25,0,2.25,4,0,0,143500,1,0,0,0,811111,6
HIVELOCITY VENTURES CORPORATIO,6703,PIF,288200,259380,0.9,6,84,2011,10/22/10,10/22/10,0,9/15/17,0,2.25,4,0,0,288200,1,0,0,0,517110,23
"ADVANCE DENTAL CARE, LIMITED L",6704,PIF,75000,37500,0.5,7,84,2011,10/20/10,10/25/10,5,9/18/17,0,2.25,4,0,0,75000,1,0,0,0,621210,3
GERS U.S.A. LLC,6705,PIF,100000,50000,0.5,7.75,84,2011,10/19/10,10/19/10,0,9/12/17,0,2.25,4,0,0,100000,1,0,0,0,423430,10
"ATLANTIC ENGINEERING SOLUTION,",6707,PIF,75000,37500,0.5,7.75,72,2011,10/15/10,11/1/10,17,9/30/16,0,2.25,4,0,0,75000,1,0,0,0,443120,2
"GFA International, Inc.",6708,PIF,1325500,1192950,0.9,7.58,83,2011,10/15/10,10/15/10,0,8/9/17,0,2.25,4,0,0,1325500,1,0,0,0,541330,25
CONNIE CLAYTON,6712,PIF,40000,20000,0.5,9.75,84,2011,10/7/10,10/7/10,0,8/31/17,0,2.25,4,0,0,40000,1,0,0,0,722110,4
"Gentle Care Home Health, L.L.C",6714,PIF,250000,125000,0.5,7.75,84,2010,9/15/10,9/15/10,0,8/9/17,0,2.25,4,0,0,250000,1,0,0,0,623110,41
"M.D. SCIENCE LAB, L.L.C.",6715,PIF,150000,75000,0.5,7.75,84,2010,9/14/10,10/1/10,17,8/25/17,0,2.25,4,0,0,150000,1,0,0,0,445299,26
"EXCEL FLEET SERVICES, INC.",6716,PIF,50000,25000,0.5,7.75,84,2010,9/2/10,9/2/10,0,7/27/17,0,2.25,4,0,0,50000,1,0,0,0,811111,10
CHIROPRACTIC USA OF BUFFALO RI,6717,PIF,150000,127500,0.85,6,84,2010,8/26/10,9/1/10,6,7/26/17,0,2.25,4,0,0,150000,1,0,0,0,621310,15
"SCOTT JOINER, CPA, LLC",6718,PIF,125000,62500,0.5,7.25,84,2010,8/19/10,8/19/10,0,7/13/17,0,2.25,4,0,0,125000,1,0,0,0,541211,1
"PHYL'S ACADEMY PRESCHOOLS, INC",6719,PIF,400000,300000,0.75,8.42,120,2010,8/17/10,8/17/10,0,6/25/20,0,2.25,4,0,0,400000,1,0,0,0,611699,114
"TOP DOG CYCLE., LLC",6720,PIF,262700,131350,0.5,7.75,180,2010,7/23/10,8/1/10,9,5/14/25,0,2.25,4,0,0,262700,1,0,0,0,453998,3
SOUTHWEST FLORIDA REGIONAL IMA,6721,PIF,1820000,1365000,0.75,6.99,120,2010,7/15/10,8/1/10,17,6/9/20,0,2.25,4,0,0,1820000,1,0,0,0,621512,60
"MELLOR'S AUTOMOTIVE, INC.",6722,PIF,56700,48195,0.85,6,90,2010,7/7/10,7/8/10,1,11/28/17,0,2.25,4,0,0,56700,1,0,0,0,811111,6
"WESTMORELAND DENTAL, LLC",6724,PIF,317000,237750,0.75,6.6,132,2010,6/28/10,7/1/10,3,5/4/21,0,2.25,4,0,0,317000,1,0,0,0,621210,2
SLA MANAGEMENT LLC,6725,PIF,100000,75000,0.75,8.49,60,2010,6/25/10,6/25/10,0,5/30/15,0,2.25,4,0,0,100000,1,0,0,0,722310,50
"MORALES LAW GROUP, P.A.",6726,PIF,225000,168750,0.75,8.98,90,2010,6/23/10,8/1/10,39,12/22/17,0,2.25,4,0,0,225000,1,0,0,0,541110,5
NAZTEC INTERNATIONAL GROUP LLC,6727,PIF,514000,385500,0.75,8.98,84,2010,6/17/10,6/17/10,0,5/11/17,0,2.25,4,0,0,514000,1,0,0,0,425110,17
MARLYN ENTERPRISES OF JACKSONV,6729,PIF,225000,112500,0.5,7.75,84,2010,6/14/10,8/1/10,48,6/25/17,0,2.25,4,0,0,225000,1,0,0,0,621112,62
D & G SEALCOATING AND STRIPING,6730,PIF,172800,129600,0.75,8.99,180,2010,6/7/10,6/7/10,0,3/20/25,0,2.25,4,0,0,172800,1,0,0,0,561790,6
"D & G SEALCOATING & STRIPING,",6731,PIF,64000,57600,0.9,5.5,60,2010,5/20/10,5/20/10,0,4/24/15,0,2.25,4,0,0,64000,1,0,0,0,561790,6
"J. M. TODD, INC.",6732,PIF,150000,75000,0.5,5.75,12,2010,5/19/10,5/19/10,0,5/14/11,0,2.25,4,0,0,150000,1,0,0,0,423420,22
MIAMI TECH LINE MAINTENANCE SU,6733,PIF,800000,720000,0.9,5.5,60,2010,5/18/10,7/1/10,44,6/5/15,0,2.25,4,0,0,800000,1,0,0,0,423860,203
"SLOW POUR, LLC DBA WORLD OF BE",6735,PIF,350000,315000,0.9,9.23,126,2010,5/12/10,6/1/10,20,10/6/20,0,2.25,4,0,0,350000,1,0,0,0,722410,27
"NICEVILLE PLUMBING, LLC",6736,PIF,59400,53460,0.9,5.5,60,2010,5/12/10,5/12/10,0,4/16/15,0,2.25,4,0,0,59400,1,0,0,0,238220,34
"NICEVILLE PLUMBING, LLC",6737,PIF,80000,40000,0.5,7.75,12,2010,5/12/10,7/1/10,50,6/26/11,0,2.25,4,0,0,80000,1,0,0,0,238220,34
"DUETT, LLC",6738,PIF,495000,445500,0.9,6,84,2010,5/7/10,5/7/10,0,3/31/17,0,2.25,4,0,0,495000,1,0,0,0,238130,17
"STUDIO K, INC.",6739,PIF,50000,45000,0.9,9.21,90,2010,5/5/10,6/1/10,27,10/22/17,0,2.25,4,0,0,50000,1,0,0,0,611610,12
PEDIATRIC BEHAVIORAL SERVICES,6740,PIF,50000,45000,0.9,6,90,2010,4/22/10,4/22/10,0,9/12/17,0,2.25,4,0,0,50000,1,0,0,0,562910,4
"VAKIL THERAPEUTIC SERVICES, LL",6741,PIF,128000,115200,0.9,6,90,2010,4/15/10,7/1/10,77,11/21/17,0,2.25,4,0,0,128000,1,0,0,0,621399,15
"DISABILITY LAW CLAIMS, P.A.",6744,PIF,1000000,900000,0.9,5.5,66,2010,3/18/10,6/1/10,75,11/2/15,0,2.25,4,0,0,1000000,1,0,0,0,541110,50
RESTAURANTS OF DOUGH DEVELOPER,6745,PIF,125000,112500,0.9,8.61,72,2010,3/12/10,4/1/10,20,2/29/16,0,2.25,4,0,0,125000,1,0,0,0,722110,30
"COSHAP, LLC",6746,PIF,2000000,1500000,0.75,6,240,2010,3/11/10,6/1/10,82,2/16/30,0,2.25,4,0,0,2000000,1,0,0,0,453998,20
"Physical Intelligence, LLC",6747,PIF,85000,76500,0.9,8.46,90,2010,3/11/10,4/1/10,21,8/22/17,0,2.25,4,0,0,85000,1,0,0,0,621340,5
FASTTRAIN II CORP.,6748,PIF,350000,175000,0.5,7.75,12,2010,3/1/10,3/1/10,0,2/24/11,0,2.25,4,0,0,350000,1,0,0,0,611519,0
ERIN DOTY M.D. P.A.,6749,PIF,50000,25000,0.5,6,12,2010,2/19/10,2/19/10,0,2/14/11,0,2.25,4,0,0,50000,1,0,0,0,621111,5
"HOME GUARD PEST CONTROL, INC.",6750,PIF,100000,90000,0.9,6,84,2010,2/19/10,3/1/10,10,1/23/17,0,2.25,4,0,0,100000,1,0,0,0,561710,2
FASTTRAIN II CORP.,6753,PIF,1800000,1499940,0.8333,6,240,2010,2/16/10,3/12/10,24,11/27/29,0,2.25,4,0,0,1800000,1,0,0,0,611519,126
A Harold and Associates LLC,6754,PIF,750000,675000,0.9,5.5,8,2010,2/5/10,2/5/10,0,10/3/10,0,2.25,4,0,0,750000,1,0,0,0,423690,42
AIRCRAFT COMPOSITE TECHNOLOGIE,6756,PIF,537600,483840,0.9,5.5,45,2010,1/19/10,1/19/10,0,9/30/13,0,2.25,4,0,0,537600,1,0,0,0,541712,25
"GLOBAL CRITICAL CARE, LLC",6757,PIF,50000,25000,0.5,7.75,12,2010,1/4/10,6/1/10,148,5/27/11,0,2.25,4,0,0,50000,1,0,0,0,621111,2
"CONSTANT VELOCITY, INC.",6760,PIF,200000,100000,0.5,7.75,12,2010,12/23/09,1/1/10,9,12/27/10,0,2.25,4,0,0,200000,1,0,0,0,423120,8
"MILLER DENTAL LABORATORY, INC.",6762,PIF,50000,25000,0.5,7.75,12,2010,12/11/09,1/1/10,21,12/27/10,0,2.25,4,0,0,50000,1,0,0,0,339116,7
"TOP SHOP, INC.",6763,PIF,100000,85000,0.85,6,84,2010,12/4/09,12/4/09,0,10/28/16,0,2.25,4,0,0,100000,1,0,0,0,812112,0
"LITTLE BY LITTLE, INC.",6764,PIF,243000,182250,0.75,6,90,2010,12/2/09,1/1/10,30,5/24/17,0,2.25,4,0,0,243000,1,0,0,0,722213,8
CSRS GROUP LLC,6765,PIF,338000,253500,0.75,5.5,60,2010,11/24/09,5/1/10,158,4/5/15,0,2.25,4,0,0,338000,1,0,0,0,238290,0
STAR MARKETING OF MIAMI INC,6767,PIF,578000,520200,0.9,5.5,60,2010,11/12/09,11/12/09,0,10/17/14,0,2.25,4,0,0,578000,1,0,0,0,424420,36
MACULA AND DIABETIC EYE CENTER,6768,PIF,424800,382320,0.9,5.5,90,2010,11/10/09,11/10/09,0,4/2/17,0,2.25,4,0,0,424800,1,0,0,0,621111,4
MACULA AND DIABETIC EYE CENTER,6769,PIF,250000,125000,0.5,7.25,12,2010,11/10/09,11/10/09,0,11/5/10,0,2.25,4,0,0,250000,1,0,0,0,621111,4
EUROPEAN LUXURY & AUTO REPAIR,6770,PIF,200000,180000,0.9,6,84,2010,10/28/09,10/28/09,0,9/21/16,0,2.25,4,0,0,200000,1,0,0,0,811111,5
RADNO INC. DBA GOLDCOAST SALAD,6771,PIF,500000,450000,0.9,5.5,60,2010,10/26/09,10/26/09,0,9/30/14,0,2.25,4,0,0,500000,1,0,0,0,311991,128
ATLANTIC ENGINEERING SOLUTIONS,6772,PIF,75000,37500,0.5,7.75,12,2010,10/26/09,12/1/09,36,11/26/10,0,2.25,4,0,0,75000,1,0,0,0,443120,2
"ROE UPPER CERVICAL, INC.",6773,PIF,47000,23500,0.5,9.75,88,2010,10/21/09,1/1/10,72,3/25/17,0,2.25,4,0,0,47000,1,0,0,0,621310,2
"JOEL R. SHAPIRO ENTERPRISES, I",6774,PIF,937000,843300,0.9,6,84,2010,10/14/09,10/14/09,0,9/7/16,0,2.25,4,0,0,937000,1,0,0,0,524210,0
"ACK-TEN GROUP, LLC",6775,PIF,886000,797400,0.9,6,84,2010,10/9/09,10/9/09,0,9/2/16,0,2.25,4,0,0,886000,1,0,0,0,621399,23
"ATLANTIC HEALTH SOLUTIONS, INC",6776,PIF,50000,25000,0.5,7.75,12,2010,10/6/09,10/5/09,-1,9/30/10,0,2,2,0,0,50000,1,0,0,0,621310,20
"Southernmost Seaplane Service,",6777,EXEMPT,323600,242700,0.75,5.99,240,2013,12/31/12,1/1/13,1,9/18/32,0,2,3,0,0,97080,0.3,0,0,0,481211,6
Stepping Stones Christian Acad,6781,EXEMPT,519000,389250,0.75,6.5,300,2018,2/6/18,2/28/18,22,10/20/42,0,1.4,5,0,0,155700,0.3,0,0,0,624410,13
EPRL Enterprises Inc,6782,EXEMPT,998000,748500,0.75,7,300,2018,1/19/18,2/28/18,40,10/20/42,0,1.4,5,0,0,349300,0.35,0,0,0,811192,12
Luxury Times LLC,6783,EXEMPT,771000,578250,0.75,7,120,2018,11/14/17,11/30/17,16,10/9/27,0,1.4,5,0,0,231300,0.3,0,0,0,448310,1
"A&R Holdings - Jupiter, LLC",6784,EXEMPT,489000,366750,0.75,7,116,2017,8/30/17,8/31/17,1,3/12/27,0,1,4,0,0,146700,0.3,0,0,0,444190,4
"Emerald Hills Pharmacy, LLC",6785,EXEMPT,550000,412500,0.75,6.75,120,2017,8/18/17,8/31/17,13,7/10/27,0,1,4,0,0,165000,0.3,0,0,0,446110,0
New Star Hotels LLC,6786,EXEMPT,3800000,2850000,0.75,5.5,300,2017,8/15/17,8/31/17,16,4/22/42,0,1,4,0,0,1140000,0.3,0,0,0,721110,20
Toad Hall Children's Center of,6788,EXEMPT,698000,523500,0.75,7,300,2017,7/17/17,7/31/17,14,3/22/42,0,1,4,0,0,209400,0.3,0,0,0,624410,12
"Miller Legg & Associates, Inc.",6789,EXEMPT,1064000,798000,0.75,6.75,120,2017,4/25/17,6/30/17,66,5/9/27,0,1,4,0,0,372400,0.35,0,0,0,541330,57
"Cyclehop, LLC",6790,EXEMPT,1525500,1144125,0.75,6.5,86,2017,2/9/17,3/1/17,20,3/24/24,0,1,4,0,0,457650,0.3,0,0,0,532284,86
Smartech Security Corp,6791,EXEMPT,500000,375000,0.75,6.25,84,2017,12/9/16,12/9/16,0,11/3/23,0,1,4,0,0,150000,0.3,0,0,0,561621,13
"Driven Ventures #20, LLC",6792,EXEMPT,1907000,1430250,0.75,6.25,307,2017,12/9/16,1/1/17,23,3/21/42,0,1,4,0,0,572100,0.3,0,0,0,811111,10
iTrade Technologies Limited Li,6793,EXEMPT,517000,387750,0.75,6.25,120,2017,11/18/16,12/1/16,13,10/10/26,0,1,4,0,0,155100,0.3,0,0,0,561311,4
"Ten Fruits Express, LLC",6794,EXEMPT,420000,315000,0.75,6.25,120,2016,9/30/16,10/1/16,1,8/10/26,0,1.25,3.75,0,0,126000,0.3,0,0,0,722515,12
"DSM FLORIDA, LLC",6797,EXEMPT,1305000,978750,0.75,6.25,120,2016,7/29/16,8/1/16,3,6/10/26,0,1.25,3.75,0,0,391500,0.3,0,0,0,561730,23
"Florida Tobacco, Inc",6798,EXEMPT,331000,248250,0.75,6.25,300,2016,7/21/16,8/1/16,11,3/23/41,0,1.25,3.75,0,0,99300,0.3,0,0,0,424940,3
"Kenjam Holdings, LLC",6799,EXEMPT,510000,382500,0.75,6.25,120,2016,6/28/16,12/31/17,551,11/9/27,0,1.25,3.75,0,0,178500,0.35,0,0,0,722513,31
Pauline's Preschool Inc.,6800,EXEMPT,1141000,855750,0.75,6.25,300,2016,5/13/16,6/1/16,19,1/21/41,0,1.25,3.75,0,0,342300,0.3,0,0,0,624410,12
"SALS, Inc.",6801,EXEMPT,1190000,892500,0.75,6,300,2016,3/23/16,4/1/16,9,11/21/40,0,1.25,3.75,0,0,357000,0.3,0,0,0,447110,2
"Chasing the Dream RE, Inc.",6803,EXEMPT,437000,327750,0.75,6.25,300,2016,2/25/16,3/1/16,5,10/21/40,0,1.25,3.75,0,0,131100,0.3,0,0,0,531311,0
"BAS of Florida, LLC",6804,PIF,972000,729000,0.75,6.25,120,2016,2/24/16,3/1/16,6,1/8/26,0,2.25,4,0,0,972000,1,0,0,0,561720,20
"Burks Family of SW FL, LLC",6805,PIF,402000,301500,0.75,6.25,120,2016,2/10/16,3/1/16,20,1/8/26,0,2.25,4,0,0,402000,1,0,0,0,722515,19
Kids Expanding the Kingdom LLC,6806,EXEMPT,500000,375000,0.75,6.25,302,2016,2/2/16,2/2/16,0,11/22/40,0,1.25,3.75,0,0,150000,0.3,0,0,0,624410,0
"Unique Healthcare Systems, LLC",6807,EXEMPT,856000,642000,0.75,5.75,124,2016,11/24/15,12/1/15,7,2/6/26,0,1.25,3.75,0,0,256800,0.3,0,0,0,621111,16
"3-D Enterprises, Inc.",6808,EXEMPT,240000,180000,0.75,6,120,2016,11/12/15,12/1/15,19,10/9/25,0,1.25,3.75,0,0,72000,0.3,0,0,0,722513,1
"Rock Solid Stone Center, Inc",6809,EXEMPT,1275000,956250,0.75,6,240,2015,9/23/15,9/23/15,0,6/10/35,0,1.5,3.5,0,0,382500,0.3,0,0,0,444190,40
Abundant Endeavors Inc.,6811,EXEMPT,817800,613350,0.75,5.75,124,2015,7/29/15,8/1/15,3,10/7/25,0,1.5,3.5,0,0,245340,0.3,0,0,0,722513,130
"Second Cornerstone, LLC",6812,EXEMPT,345400,259050,0.75,6,125,2015,7/2/15,7/2/15,0,10/7/25,0,1.5,3.5,0,0,103620,0.3,0,0,0,812199,20
"Wash Me, Inc.",6813,PIF,150000,127500,0.85,4.75,171,2012,9/27/12,2/1/13,127,2/18/27,0,2.25,4,0,0,150000,1,0,0,0,811192,14
"Cablish & Gentile, CPAs, LLC",6814,EXEMPT,832000,624000,0.75,5.75,300,2012,3/15/12,8/1/12,139,3/23/37,0,2.25,2.75,0,0,291200,0.35,0,0,0,541211,30
AJJ Services Corporation,6815,PIF,245600,184200,0.75,5.5,123,2012,11/28/11,12/1/11,3,1/7/22,0,2.25,4,0,0,245600,1,0,0,0,812320,13
