BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysIN2TB4CO,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
"Craft Brew Hub, LLC",888 N Meacham Road,Shaumburg,IL,60102,2198,EXEMPT,539000,404250,7,120,2018,12/21/17,1/31/18,41,12/10/27,0,,,,,,"3,600",120,722511,Full-Service Restaurants,30,PLP,Guaranty,The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
Rosella A Farris,1149 Chelsea Dr,Lake Zurich,IL,60047,2272,EXEMPT,25000,12500,7,84,2017,8/20/17,9/30/17,41,8/24/24,0,,,,,,"2,520",84,448150,Clothing Accessories Stores,0,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
H & A Pizza Inc.,161 Hiawatha Drive,Carol Stream,IL,60188,2294,EXEMPT,68000,34000,7,84,2017,7/21/17,8/31/17,41,7/25/24,0,,,,,,"2,520",84,722513,Limited-Service Restaurants,12,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
"SQUINTS ENTERPRISES, INC.",1845 N Clybourn Ave,CHICAGO,IL,60614,2532,EXEMPT,332300,249225,5.75,126,2015,9/21/15,11/1/15,41,3/8/26,0,,,,,,"3,780",126,812112,Beauty Salons,32,SLA,Lender Advantage Initiative,The Bancorp Bank,"409 Silverside Rd, Ste 105",WILMINGTON,DE,19809
"IMMEDIATE MEDICAL MANAGEMENT,",724 NORTH GREEN BAY ROAD,WAUKEGAN,IL,60085,2648,EXEMPT,800000,600000,5.75,120,2014,8/21/14,10/1/14,41,8/9/24,0,,,,,,"3,600",120,621399,Offices of All Other Miscellaneous Health Practitioners,9,PLP,Guaranty,Stearns Bank National Association,4191 2nd St South,SAINT CLOUD,MN,56301
WHITE STREET CAFE LLC,11 S. WHITE STREET,FRANKFORT,IL,60423,2779,EXEMPT,75000,63750,6.75,84,2016,3/21/16,5/1/16,41,3/26/23,0,,,,,,"2,520",84,722511,Full-Service Restaurants,2,CA,Community Advantage Initiative,"SomerCor 504, Inc.",601 S. LaSalle Street,Chicago,IL,60605
"ROOFING SYSTEMS, INC.",1825 Windsor Rd.,Loves Park,IL,61111,2994,EXEMPT,100000,50000,6,84,2013,7/22/13,9/1/13,41,7/26/20,0,,,,,,"2,520",84,238160,Roofing Contractors,1,SBA EXPRES,FA$TRK (Small Loan Express),Rockford Bank and Trust Company,4571 Guilford Rd,ROCKFORD,IL,61107
"H.G. Jones & Associates, Inc.",211 W WACKER DR,CHICAGO,IL,60606,3131,EXEMPT,100000,50000,9,24,2018,1/18/18,2/28/18,41,2/18/20,0,,,,,,720,24,541618,Other Management Consulting Services,4,SBA EXPRES,FA$TRK (Small Loan Express),"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
"The 4 Way, Inc.",209 BELAIRE DR,BUFFALO GROVE,IL,60089,3153,EXEMPT,80000,40000,8.25,24,2017,7/21/17,8/31/17,41,8/21/19,0,,,,,,720,24,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",7,SBA EXPRES,FA$TRK (Small Loan Express),"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
"Brainbits, LLC",510 E APPLE ORCHARD RD Ste 10,SPRINGFIELD,IL,62703,3154,EXEMPT,718900,539175,4.86,120,2017,7/21/17,8/31/17,41,7/10/27,0,,,,,,"3,600",120,325414,Biological Product (except Diagnostic) Manufacturing,0,PLP,Guaranty,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
Sugarjones Inc.,East State Street #1A,Rockford,IL,61108,3269,EXEMPT,112500,95625,6,84,2017,12/22/16,2/1/17,41,12/27/23,0,,,,,,"2,520",84,311811,Retail Bakeries,17,OTH 7A,Guaranty,Alpine Bank & Trust Co.,1700 N Alpine Rd,ROCKFORD,IL,61107
"Square1 Partners, LLC",1088 GREENBRIAR LN,NORTHBROOK,IL,60062,3532,EXEMPT,250000,187500,7,119,2018,11/20/17,12/31/17,41,10/10/27,0,,,,,,"3,570",119,511210,Software Publishers,1,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
"JPO, Inc.",1372 South US Route 12,FOX LAKE,IL,60020,3567,EXEMPT,1905000,1428750,6,300,2014,4/21/14,6/1/14,41,1/21/39,0,,,,,,"9,000",300,811192,Car Washes,20,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
Desai Business Group LLC,North Milwaukee Avenue,Deerfield,IL,60015,3757,EXEMPT,128000,108800,7,120,2017,11/21/16,1/1/17,41,11/10/26,0,,,,,,"3,600",120,453210,Office Supplies and Stationery,3,CA,Community Advantage Initiative,Local Initiatives Support Corporation,501 Seventh Avenue,New York,NY,10081
"Precision Waterjet, Inc.",684 TEK DR,CRYSTAL LAKE,IL,60014,3884,EXEMPT,94500,47250,4.9,60,2017,9/20/17,10/31/17,41,10/5/22,0,,,,,,"1,800",60,332710,Machine Shops,9,SBA EXPRES,FA$TRK (Small Loan Express),American Community Bank & Trust,1290 Lake Ave,WOODSTOCK,IL,60098
"Holistic Pharmacy Services, In",133 N. Grand Ave. East,Springfield,IL,62702,3913,EXEMPT,1600000,1200000,5.25,120,2011,6/21/11,8/1/11,41,6/9/21,0,,,,,,"3,600",120,446110,Pharmacies and Drug Stores,0,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
JDT Remodeling,111 S Marilyn Ave,MELROSE PARK,IL,60164,4026,EXEMPT,19000,9500,8.4,84,2018,11/20/17,12/31/17,41,11/24/24,0,,,,,,"2,520",84,236118,Residential Remodelers,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Gmediawraps LLC,13655 W Irma Lee Crt Suite 10,LAKE FOREST,IL,60045,4028,EXEMPT,20000,10000,10.3,84,2018,11/20/17,12/31/17,41,11/24/24,0,,,,,,"2,520",84,323111,Commercial Gravure Printing,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
X-MAS COMPANY,140 MANCHESTER DR APT 403,BUFFALO GROVE,IL,60089,4124,EXEMPT,22900,11450,9.6,60,2017,6/20/17,7/31/17,41,7/5/22,0,,,,,,"1,800",60,484110,"General Freight Trucking, Local",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
UPSIDEDOWN ENTERTAINMENT COMPA,1978 RAYMOND DR,NORTHBROOK,IL,60062,4546,EXEMPT,125000,62500,6.25,84,2016,10/21/15,12/1/15,41,10/25/22,0,,,,,,"2,520",84,711310,"Promoters of Performing Arts, Sports, and Similar Events with Faciliti",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Redwood Real Estate Services,",22303 S River Rd,SHOREWOOD,IL,60404,4881,EXEMPT,20000,10000,8.65,84,2014,7/22/14,9/1/14,41,7/26/21,0,,,,,,"2,520",84,561730,Landscaping Services,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
MJ8 Therapy Consultant Solutio,23528 N East Rd,LAKE ZURICH,IL,60047,5024,EXEMPT,25000,12500,9,84,2013,5/21/13,7/1/13,41,5/25/20,0,,,,,,"2,520",84,561311,Employment Placement Agencies,8,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Windy City Orthopaedics and Sp,2617 W Peterson Ave,Chicago,IL,60659,5043,EXEMPT,89600,44800,7.51,60,2013,3/21/13,5/1/13,41,4/5/18,0,,,,,,"1,800",60,621111,Offices of Physicians (except Mental Health Specialists),0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Meyer Electronic Manufacturing,740 Wylie Dr,NORMAL,IL,61761,5493,EXEMPT,239000,179250,5.75,84,2013,6/21/13,8/1/13,41,6/25/20,0,,,,,,"2,520",84,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,7,SLA,Lender Advantage Initiative,Heartland Bank and Trust Company,401 N Hershey Rd,BLOOMINGTON,IL,61704
"Ghanu Inc.,",201 W. 1st St.,Gibson City,IL,60936,5548,EXEMPT,215000,161250,6.75,300,2017,7/21/17,8/31/17,41,4/22/42,0,,,,,,"9,000",300,721110,Hotels (except Casino Hotels) and Motels,1,OTH 7A,Guaranty,Grand Ridge National Bank,105 W Main St,GRAND RIDGE,IL,61325
Sheila Loewe,1011 N Dakota Road,Ridott,IL,61067,5591,EXEMPT,236300,177225,6,120,2012,11/21/11,1/1/12,41,11/9/21,0,,,,,,"3,600",120,524210,Insurance Agencies and Brokerages,1,RLA,Rural Lender Advantage,German-American State Bank,100 Church St,GERMAN VALLEY,IL,61039
"Reston, Inc.",76 N. BROADWAY ST,DES PLAINES,IL,60016,5635,EXEMPT,465100,418590,6.75,303,2017,9/20/17,10/31/17,41,9/20/42,0,,,,,,"9,090",303,454111,Electronic Shopping,3,INTER TRDE,"International Trade - Sec, 7(a) (16)",First Savings Bank,501 E Lewis & Clark Pkwy,CLARKSVILLE,IN,47129
"Lambasio, Inc.",401 East Berrien,Galesburg,IL,61401,5964,EXEMPT,103000,87550,6,120,2011,3/21/11,5/1/11,41,3/9/21,0,,,,,,"3,600",120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17,RLA,Rural Lender Advantage,"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
"Lambasio, Inc.",401 401 East Berrien,Galesburg,IL,61401,5965,EXEMPT,306000,229500,6,300,2011,3/21/11,5/1/11,41,12/21/35,0,,,,,,"9,000",300,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17,RLA,Rural Lender Advantage,"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
"'Here 2 Please, LLC' & 'Big Be",1061 West Madison Street,Chicago,IL,60607,6183,EXEMPT,265000,198750,5.25,120,2012,5/21/12,7/1/12,41,5/10/22,0,,,,,,"3,600",120,722410,Drinking Places (Alcoholic Beverages),0,PLP,Guaranty,First Colorado National Bank,133 Grand Ave,PAONIA,CO,81428
"MBG Joliet, LLC",2318 Essington Road #10-1696,JOLIET,IL,60435,6221,EXEMPT,2100000,1575000,5.75,123,2016,6/21/16,8/1/16,41,9/8/26,0,,,,,,"3,690",123,713990,All Other Amusement and Recreation Industries,60,PLP,Guaranty,First Business Bank,401 Charmany Dr,MADISON,WI,53719
"Sierra Systems, Inc.",200 South Prospect,Park Ridge,IL,60068,6359,EXEMPT,1195000,896250,5.9,120,2015,12/22/14,2/1/15,41,12/10/24,0,,,,,,"3,600",120,561311,Employment Placement Agencies,0,PLP,Guaranty,First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
"Sierra Systems, Inc.",200 South Prospect,Park Ridge,IL,60068,6360,EXEMPT,250000,125000,6,84,2015,12/22/14,2/1/15,41,12/26/21,0,,,,,,"2,520",84,561311,Employment Placement Agencies,0,SBA EXPRES,FA$TRK (Small Loan Express),First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
The Insurance Alliance LLP,418 S Poplar,Centralia,IL,62801,6725,EXEMPT,335000,251250,7,120,2018,12/21/17,1/31/18,41,12/10/27,0,,,,,,"3,600",120,524210,Insurance Agencies and Brokerages,5,OTH 7A,Guaranty,Crestmark Bank,"5480 Corporate Dr, Ste 350",TROY,MI,48098
"Jim D. Germann Trucking, LLC",6176 E. Stagecoach Rd.,Mount Vernon,IL,62864,6826,EXEMPT,137100,116535,5.75,84,2014,3/21/14,5/1/14,41,3/25/21,0,,,,,,"2,520",84,484110,"General Freight Trucking, Local",1,SLA,Lender Advantage Initiative,Community First Bank of the Heartland,117 N 10th St,MOUNT VERNON,IL,62864
GENKOTA WINERY,301 NORTH 44TH STREET,MOUNT VERNON,IL,62864,6858,EXEMPT,350000,315000,6,180,2010,2/19/10,4/1/10,41,1/12/25,0,,,,,,"5,400",180,445310,"Beer, Wine, and Liquor Stores",3,RLA,Rural Lender Advantage,Community First Bank of the Heartland,117 N 10th St,MOUNT VERNON,IL,62864
Jumping Jax Inc.,34 Washington Plaza,Washington,IL,61571,6870,EXEMPT,25000,21250,5.34,30,2017,9/20/17,10/31/17,41,4/18/20,0,,,,,,900,30,713940,Fitness and Recreational Sports Centers,1,PLP,Guaranty,Commerce Bank,1000 Walnut St,KANSAS CITY,MO,64106
"Visual Marketing Solutions, In",800 20th,Fulton,IL,61252,6890,EXEMPT,50000,42500,6.95,180,2011,9/21/11,11/1/11,41,8/14/26,0,,,,,,"5,400",180,541810,Advertising Agencies,4,RLA,Rural Lender Advantage,Citizens First Bank,1442 Lincolnway,CLINTON,IA,52732
"RobotCity Workshop, LLC",3226 N Sheffield Ave,CHICAGO,IL,60657,6903,EXEMPT,25000,12500,7.5,84,2014,3/21/14,5/1/14,41,3/25/21,0,,,,,,"2,520",84,611430,Professional and Management Development Training,10,SBA EXPRES,FA$TRK (Small Loan Express),"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,2903
"Web 2 Market, Inc.",5628 W. 120th St,Alsip,IL,60803,7011,EXEMPT,100000,50000,5,24,2017,7/21/17,8/31/17,41,8/21/19,0,,,,,,720,24,541519,Other Computer Related Services,6,SBA EXPRES,FA$TRK (Small Loan Express),CIBC Bank USA,120 S LaSalle St,CHICAGO,IL,60603
Christine Pusateri LTD,7136 N. Oriole Ave,CHICAGO,IL,60631,7284,EXEMPT,75000,63750,6,120,2014,10/21/13,12/1/13,41,10/10/23,0,,,,,,"3,600",120,812199,Other Personal Care Services,9,PATRIOT EX,Patriot Express,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Pyramid Custom Cabinets, Inc",20713 W Gaskin Drive,ROMEOVILLE,IL,60446,7345,EXEMPT,2083000,1562250,7,300,2018,11/20/17,12/31/17,41,8/22/42,0,,,,,,"9,000",300,337110,Wood Kitchen Cabinet and Countertop Manufacturing,27,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
David  Koch,423 Financial Court,Rockford,IL,61107,7423,EXEMPT,150000,127500,6.5,120,2017,3/20/17,4/30/17,41,3/9/27,0,,,,,,"3,600",120,523930,Investment Advice,7,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Kats Heating & Cooling, Inc.",9311 W Ogden Avenue,BROOKFIELD,IL,60513,7488,EXEMPT,150000,127500,6.25,300,2016,9/21/16,11/1/16,41,6/23/41,0,,,,,,"9,000",300,238220,"Plumbing, Heating, and Air-Conditioning Contractors",2,SLA,Lender Advantage Initiative,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"1111 W Lake Street, LLC",1111 West Lake Street,Chicago,IL,60607,7598,EXEMPT,1050000,787500,6,120,2016,12/22/15,2/1/16,41,12/10/25,0,,,,,,"3,600",120,722511,Full-Service Restaurants,60,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Chetak, Inc.",2840 Route 34,Oswego,IL,60585,7908,EXEMPT,275000,206250,6,126,2013,8/21/13,10/1/13,41,2/6/24,0,,,,,,"3,780",126,722310,Food Service Contractors,8,SLA,Lender Advantage Initiative,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Touhy Wings and Fries, Inc.",5622 W. Touhy  Avenue,Niles,IL,60714,8113,EXEMPT,360000,324000,6,120,2011,10/21/10,12/1/10,41,10/9/20,0,,,,,,"3,600",120,722211,Limited-Service Restaurants,20,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
Faith USA LLC,5140 W Dempster Ave,Skokie,IL,60077,8114,EXEMPT,1645000,1480500,6,300,2011,10/21/10,12/1/10,41,7/23/35,0,,,,,,"9,000",300,447110,Gasoline Stations with Convenience Stores,0,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
JZ &amp; PV Holdings LLC,409 University Ave,Urbana,IL,61801,8142,EXEMPT,1312000,984000,6.5,300,2017,3/20/17,4/30/17,41,12/20/41,0,,,,,,"9,000",300,721110,Hotels (except Casino Hotels) and Motels,6,PLP,Guaranty,Busey Bank,100 W University Ave,CHAMPAIGN,IL,61824
Specified Components Company,"1800 Nations Drive, Suite 106",Gurnee,IL,60031,8153,EXEMPT,350000,262500,5.25,121,2015,7/16/15,8/26/15,41,8/3/25,0,,,,,,"3,630",121,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",7,OTH 7A,Guaranty,Busey Bank,100 W University Ave,CHAMPAIGN,IL,61824
"B.C.B.C. Coffee Lab, LLC",910 Noyes Street,EVANSTON,IL,60201,8414,EXEMPT,50000,25000,6,84,2015,9/21/15,11/1/15,41,9/25/22,0,,,,,,"2,520",84,722515,Snack and Nonalcoholic Beverage Bars,16,SBA EXPRES,FA$TRK (Small Loan Express),Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
"KLAND, LLC - SERIES 1",2525 Telegraph Road,DEERFIELD,IL,60015,8445,EXEMPT,672000,504000,5,300,2012,12/22/11,2/1/12,41,9/22/36,0,,,,,,"9,000",300,448210,Shoe Stores,4,PLP,Guaranty,Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
Galt Baby,1915 North Clybourn 1st Floor,Chicago,IL,60614,8455,EXEMPT,243000,218700,6,120,2010,1/19/10,3/1/10,41,1/8/20,0,,,,,,"3,600",120,451120,"Hobby, Toy, and Game Stores",23,PLP,Guaranty,Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
"OLYMPIC LOGISTICS SERVICES, IN",301 S. COUNTY FARM ROAD,WHEATON,IL,60187,8760,PIF,150000,75000,6,37,2013,5/21/13,7/1/13,41,7/15/16,0,,,,,,"1,110",37,541614,"Process, Physical Distribution, and Logistics Consulting Services",6,SBA EXPRES,FA$TRK (Small Loan Express),"UMB Bank, National Association",1010 Grand Blvd,KANSAS CITY,MO,64106
Mehta Gaca Management Inc. dba,11324 Glenbrook Circle,Plainfield,IL,60585,9293,PIF,262600,196950,5.75,120,2012,6/21/12,8/1/12,41,6/10/22,0,,,,,,"3,600",120,812112,Beauty Salons,7,PLP,Guaranty,"Spirit of Texas Bank, SSB",625 University Dr East,COLLEGE STATION,TX,77840
"Sweet Ram Cakes, LLC",2860 Showplace Dr. Ste. #106,Naperville,IL,60564,9489,PIF,225000,112500,4.95,88,2013,5/21/13,7/1/13,41,9/22/20,0,,,,,,"2,640",88,445291,Baked Goods Stores,14,SBA EXPRES,FA$TRK (Small Loan Express),"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
L.M.B. Equipment Corporation,9715 Highway 34N.,Galatia,IL,62935,9587,PIF,350000,262500,5.5,48,2011,4/21/11,6/1/11,41,5/11/15,0,,,,,,"1,440",48,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,3,OTH 7A,Guaranty,"Peoples National Bank, National Association",116 S Washington,MCLEANSBORO,IL,62859
Lanepark Real Estate of Waterl,175 Marketplace Drive,Waterloo,IL,62298,9692,PIF,395600,296700,6,236,2011,9/21/11,11/1/11,41,3/21/31,0,,,,,,"7,080",236,722211,Limited-Service Restaurants,50,OTH 7A,Guaranty,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028
Environmental Design Internati,33 W Monroe Street Suite 1825,CHICAGO,IL,60603,9840,PIF,1898500,1423875,5.94,84,2015,7/22/15,9/1/15,41,7/26/22,0,,,,,,"2,520",84,541620,Environmental Consulting Services,57,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Environmental Design Internati,33 W Monroe St Ste 1825,CHICAGO,IL,60603,9841,PIF,250000,125000,7.75,84,2015,7/22/15,9/1/15,41,7/26/22,0,,,,,,"2,520",84,541620,Environmental Consulting Services,57,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"West Dundee Chiropractic, S.C.",7N019 Stevens Rd,SAINT CHARLES,IL,60175,10083,PIF,25000,12500,7.65,84,2013,8/21/13,10/1/13,41,8/25/20,0,,,,,,"2,520",84,621310,Offices of Chiropractors,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
UB Dogs Inc,829 N Milwaukee Ave,CHICAGO,IL,60642,10771,PIF,35000,31500,5.5,84,2011,12/22/10,2/1/11,41,12/26/17,0,,,,,,"2,520",84,722211,Limited-Service Restaurants,8,PATRIOT EX,Patriot Express,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
SYTE Corporation,1642 N Bosworth Ave,Chicago,IL,60642,11704,PIF,250000,125000,4.25,84,2014,4/21/14,6/1/14,41,4/25/21,0,,,,,,"2,520",84,236210,Industrial Building Construction,16,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
"Q Crew, LLC",21761 W. Brentwood Ln,Lake Villa,IL,60046,11727,PIF,25000,12500,6.5,84,2016,12/22/15,2/1/16,41,12/26/22,0,,,,,,"2,520",84,561740,Carpet and Upholstery Cleaning Services,12,SBA EXPRES,FA$TRK (Small Loan Express),First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
Kelly Maxson Inc.,75 Executive Drive Suite 309,Aurora,IL,60504,11850,PIF,50000,25000,4.25,84,2015,12/22/14,2/1/15,41,12/26/21,0,,,,,,"2,520",84,541511,Custom Computer Programming Services,0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
Michael D. Fedyna (EPC) and Mi,"8 Executive Court, Suite 2",South Barrington,IL,60010,12018,PIF,825000,742500,6.03,300,2010,5/21/10,7/1/10,41,2/20/35,0,,,,,,"9,000",300,621210,Offices of Dentists,9,PLP,Guaranty,Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"Jennifer Newcomb, DVM dba Resc",1021 Park Avenue,Pekin,IL,61554,12022,PIF,755000,679500,6,309,2010,10/21/09,12/1/09,41,4/19/35,0,,,,,,"9,270",309,541940,Veterinary Services,5,PLP,Guaranty,Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
Creospan Inc,1515 E Walfield Rd STE 860.,Schaumburg,IL,60173,12232,PIF,400000,360000,4.5,84,2010,11/21/09,1/1/10,41,11/25/16,0,,,,,,"2,520",84,541511,Custom Computer Programming Services,45,PLP,Guaranty,"Citibank, N.A.",701 East 60th St North,SIOUX FALLS,SD,57104
Diana's Daycare Center LLC,5951 N Clark St,CHICAGO,IL,60606,12632,PIF,138000,117300,5.05,120,2013,5/21/13,7/1/13,41,5/10/23,0,,,,,,"3,600",120,624410,Child Day Care Services,14,SLA,Lender Advantage Initiative,BMO Harris Bank National Association,111 W Monroe St,CHICAGO,IL,60603
Lazer Battles LLC,4954 W Dempster Street.,Niles,IL,60077,12664,PIF,50000,25000,5.75,24,2010,10/21/09,12/1/09,41,11/21/11,0,,,,,,720,24,713990,All Other Amusement and Recreation Industries,10,SBA EXPRES,FA$TRK (Small Loan Express),BMO Harris Bank National Association,111 W Monroe St,CHICAGO,IL,60603
Taco Taco,1991 Cobblestone Drive.,Carpentersville,IL,60118,12818,PIF,35000,31500,5.5,60,2010,2/19/10,4/1/10,41,3/6/15,0,,,,,,"1,800",60,722513,Limited-Service Restaurants,10,PLP,Guaranty,Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
Nikko Soju Sarang,282 East Algonquin Road.,Arlington heights,IL,60005,12825,PIF,50000,45000,6,60,2010,1/19/10,3/1/10,41,2/3/15,0,,,,,,"1,800",60,722110,Full-Service Restaurants,5,PLP,Guaranty,Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
Bob Lembke Truck Service,"7502 Mayo Ct., Unit 2 and 270",Spring Grove,IL,60081,227,CHGOFF,427600,384840,6,174,2010,11/20/09,1/1/10,42,4/17/24,1,2015,251255,176345,9/12/15,"2,080","3,140",105,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,2,PLP,Guaranty,Federal Deposit Insurance Corporation,550 17th St NW,WASHINGTON,DC,20429
"My Other Closet, Inc.",188700 S. Wolf Road,MOKENA,IL,60448,244,CHGOFF,19000,9500,9,43,2012,4/20/12,6/1/12,42,12/13/15,1,2015,18877,123,12/8/15,"1,285",5,0,448120,Women's Clothing Stores,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
HSH Enterprises LLC,1106 Tottenham Court,Washington,IL,61571,262,CHGOFF,220000,165000,6,42,2012,1/19/12,3/1/12,42,8/13/15,1,2016,223212,-3212,1/15/16,"1,415",-155,-5,443112,"Radio, Television, and Other Electronics Stores",5,RLA,Rural Lender Advantage,Citizens Equity First CU,5401 W Dirksen Pkwy,PEORIA,IL,61607
HSH ENTERPRISES LLC,1600 Washington Rd.,Washington,IL,61571,317,CHGOFF,250000,187500,5.75,102,2013,6/20/13,8/1/13,42,12/17/21,1,2016,241041,8959,9/1/16,"1,127","1,933",64,443142,Electronics Stores,12,PATRIOT EX,Patriot Express,Rockford Bank and Trust Company,4571 Guilford Rd,ROCKFORD,IL,61107
"Diaz Group, LLC","2143 W. 51st St.,",CHICAGO,IL,60609,1216,EXEMPT,295000,147500,5.5,120,2016,12/21/15,2/1/16,42,12/10/25,0,,,,,,"3,600",120,561730,Landscaping Services,160,SBA EXPRES,FA$TRK (Small Loan Express),Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
"KIDDIE'S PLAY GROUP VI, LLC",2420 HARNISH DR,ALGONQUIN,IL,60102,1482,EXEMPT,423000,317250,6.25,120,2017,7/20/17,8/31/17,42,7/10/27,0,,,,,,"3,600",120,624410,Child Day Care Services,25,PLP,Guaranty,United Community Bank,177 Hwy 515 E,BLAIRSVILLE,GA,30512
Unwired LLC,1 Wade Square Ste A,BELLEVILLE,IL,62221,1561,EXEMPT,55000,27500,5.25,60,2017,5/19/17,6/30/17,42,6/4/22,0,,,,,,"1,800",60,423690,Other Electronic Parts and Equipment Merchant Wholesalers,0,SBA EXPRES,FA$TRK (Small Loan Express),"UMB Bank, National Association",1010 Grand Blvd,KANSAS CITY,MO,64106
"TINDALL CONSTRUCTION, INC.",5240 Nameoki Rd,Pontoon Beach,IL,62040,1562,EXEMPT,900000,675000,5.75,120,2017,4/19/17,5/31/17,42,4/9/27,0,,,,,,"3,600",120,236220,Commercial and Institutional Building Construction,0,PLP,Guaranty,"UMB Bank, National Association",1010 Grand Blvd,KANSAS CITY,MO,64106
